ID,Year_Birth,Age,Age_Group,Education,Marital_Status,Income,Income_Group,Kidhome,Teenhome,Total_Kids,Has_Kids,No_Kids,Dt_Customer,Customer_Tenure,Tenure_Group,Recency,Recency_Group,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Spending,Dominant_Category,Spending_Group,NumDealsPurchases,Deal_Purchase_Category,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Total_Purchases,Dominant_Channel,NumWebVisitsMonth,Visit_Frequency_Category,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Total_Campaign_Acceptances,Is_Campaign_Responder,Complain
6919,1978,36,Millennials,Master,Married,26224.0,Low,1,0,1,1,0,2013-06-04,390,1-2 Years,39,30–90 Days,4,7,15,13,9,15,63,MntMeatProducts,Low,3,Medium,2,1,3,6,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
3537,1981,33,Millennials,Bachelor,Married,31089.0,Low,1,0,1,1,0,2012-08-17,681,1-2 Years,57,30–90 Days,31,3,31,2,8,4,79,MntWines,Low,3,Medium,3,0,4,7,NumStorePurchases,8,High,0,0,0,0,0,0,0,0,0
10277,1961,53,Gen X,Bachelor,Single,30081.0,Low,0,1,1,1,0,2013-02-21,493,1-2 Years,27,<30 Days,36,0,2,0,0,4,42,MntWines,Low,1,No/Low,1,0,3,4,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
2453,1960,54,Gen X,Bachelor,Married,62807.0,Medium,0,1,1,1,0,2012-08-31,667,1-2 Years,83,30–90 Days,526,28,135,10,21,99,819,MntWines,Low,3,Medium,5,3,12,20,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
7972,1955,59,Boomers+,Bachelor,Single,72906.0,Medium,0,0,0,0,1,2013-09-17,285,0-1 Years,79,30–90 Days,400,32,519,71,75,54,1151,MntMeatProducts,Medium,1,No/Low,3,4,9,16,NumStorePurchases,1,Low,0,0,0,0,0,0,0,0,0
895,1948,66,Boomers+,Doctoral,Married,61467.0,Medium,0,2,2,1,0,2012-12-09,567,1-2 Years,69,30–90 Days,410,16,114,0,5,49,594,MntWines,Low,3,Medium,5,2,10,17,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
1177,1966,48,Gen X,Master,Married,49618.0,Medium,1,1,2,1,0,2013-01-26,519,1-2 Years,77,30–90 Days,80,3,26,4,2,14,129,MntWines,Low,4,Medium,3,1,3,7,NumWebPurchases,7,High,0,0,0,0,0,0,0,0,0
7141,1986,28,Millennials,Master,Single,21888.0,Low,1,0,1,1,0,2012-12-29,547,1-2 Years,15,<30 Days,88,10,46,2,3,64,213,MntWines,Low,4,Medium,5,1,2,8,NumWebPurchases,10,High,0,0,0,0,0,1,1,1,0
7232,1973,41,Gen X,Bachelor,Divorced,42429.0,Medium,0,1,1,1,0,2014-02-11,138,0-1 Years,99,>90 Days,55,0,6,2,0,4,67,MntWines,Low,2,No/Low,1,1,3,5,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
8477,1956,58,Boomers+,Bachelor,Divorced,26150.0,Low,2,1,3,1,0,2013-03-11,475,1-2 Years,61,30–90 Days,5,1,13,3,5,1,28,MntMeatProducts,Low,1,No/Low,1,0,3,4,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
2457,1975,39,Millennials,High School,Married,30801.0,Low,0,1,1,1,0,2012-10-26,611,1-2 Years,23,<30 Days,8,4,5,15,2,11,45,MntFishProducts,Low,2,No/Low,1,0,3,4,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
988,1965,49,Gen X,Bachelor,Married,81168.0,High,0,0,0,0,1,2014-05-07,53,0-1 Years,84,30–90 Days,410,0,592,147,22,22,1193,MntMeatProducts,Medium,1,No/Low,6,4,7,17,NumStorePurchases,3,Medium,1,0,0,0,0,0,1,1,0
7930,1969,45,Gen X,Master,Single,26877.0,Low,0,0,0,0,1,2013-08-19,314,0-1 Years,74,30–90 Days,101,13,76,20,18,40,268,MntWines,Low,2,No/Low,3,1,6,10,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
4587,1944,70,Boomers+,Master,Divorced,45006.0,Medium,0,0,0,0,1,2013-07-18,346,0-1 Years,90,30–90 Days,162,25,53,16,0,10,266,MntWines,Low,1,No/Low,3,1,7,11,NumStorePurchases,3,Medium,0,0,0,0,0,0,0,0,0
6682,1973,41,Gen X,High School,Married,18978.0,Low,1,0,1,1,0,2012-12-11,565,1-2 Years,41,30–90 Days,2,8,1,4,7,15,37,MntGoldProds,Low,1,No/Low,1,0,3,4,NumStorePurchases,8,High,0,0,0,0,0,0,0,0,0
6222,1967,47,Gen X,Bachelor,Married,22574.0,Low,2,1,3,1,0,2013-10-28,244,0-1 Years,28,<30 Days,25,0,8,2,0,2,37,MntWines,Low,2,No/Low,2,0,3,5,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
10299,1969,45,Gen X,Doctoral,Single,48240.0,Medium,0,0,0,0,1,2012-11-09,597,1-2 Years,73,30–90 Days,389,91,248,64,49,41,882,MntWines,Low,3,Medium,6,3,13,22,NumStorePurchases,5,Medium,0,0,0,0,0,1,1,1,0
3083,1974,40,Gen X,Bachelor,Married,45837.0,Medium,1,1,2,1,0,2013-07-26,338,0-1 Years,88,30–90 Days,215,13,87,17,17,24,373,MntWines,Low,5,Medium,6,2,5,13,NumWebPurchases,7,High,0,0,0,0,0,0,0,0,0
8953,1965,49,Gen X,Master,Single,35791.0,Low,2,1,3,1,0,2013-05-06,419,1-2 Years,94,>90 Days,27,0,5,0,0,3,35,MntWines,Low,2,No/Low,1,0,3,4,NumStorePurchases,8,High,0,0,0,0,0,0,0,0,0
8650,1978,36,Millennials,Bachelor,Divorced,54162.0,Medium,1,1,2,1,0,2013-03-18,468,1-2 Years,31,30–90 Days,5,6,10,6,5,10,42,MntMeatProducts,Low,1,No/Low,1,0,3,4,NumStorePurchases,4,Medium,0,0,0,0,0,0,0,0,0
10862,1960,54,Gen X,Master,Married,30522.0,Low,0,1,1,1,0,2012-08-17,681,1-2 Years,6,<30 Days,179,8,83,19,11,26,326,MntWines,Low,5,Medium,1,2,9,12,NumStorePurchases,2,Medium,0,0,0,0,0,0,0,0,0
2782,1961,53,Gen X,Doctoral,Married,54456.0,Medium,0,1,1,1,0,2013-07-11,353,0-1 Years,23,<30 Days,352,0,27,10,0,15,404,MntWines,Low,3,Medium,6,1,7,14,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
6941,1971,43,Gen X,Bachelor,Single,31632.0,Low,0,0,0,0,1,2013-07-14,350,0-1 Years,92,>90 Days,17,8,12,11,15,32,95,MntGoldProds,Low,1,No/Low,2,1,2,5,NumWebPurchases,7,High,0,0,0,0,0,0,0,0,0
10972,1949,65,Boomers+,Bachelor,Divorced,72298.0,Medium,0,0,0,0,1,2014-03-10,111,0-1 Years,52,30–90 Days,625,35,169,58,17,35,939,MntWines,Low,1,No/Low,4,3,6,13,NumStorePurchases,1,Low,0,0,0,1,1,0,2,1,0
10708,1978,36,Millennials,Master,Single,36975.0,Low,1,0,1,1,0,2013-12-28,183,0-1 Years,50,30–90 Days,10,6,11,0,4,2,33,MntMeatProducts,Low,1,No/Low,1,0,3,4,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
6583,1955,59,Boomers+,Master,Married,72635.0,Medium,0,0,0,0,1,2013-06-03,391,1-2 Years,54,30–90 Days,390,22,323,104,35,107,981,MntWines,Low,1,No/Low,6,8,6,20,NumCatalogPurchases,3,Medium,1,0,0,0,0,0,1,1,0
3641,1976,38,Millennials,Bachelor,Married,13624.0,Low,1,0,1,1,0,2013-01-20,525,1-2 Years,93,>90 Days,10,2,15,2,1,6,36,MntMeatProducts,Low,2,No/Low,2,0,3,5,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
10156,1975,39,Millennials,Bachelor,Single,84196.0,High,0,1,1,1,0,2013-06-03,391,1-2 Years,56,30–90 Days,215,63,507,231,31,190,1237,MntMeatProducts,Medium,1,No/Low,8,4,7,19,NumWebPurchases,3,Medium,0,0,0,0,0,0,0,0,0
4299,1960,54,Gen X,Bachelor,Married,70971.0,Medium,0,1,1,1,0,2012-09-21,646,1-2 Years,28,<30 Days,1001,17,572,93,125,17,1825,MntWines,High,7,High,11,11,5,27,NumWebPurchases,7,High,0,0,0,0,0,1,1,1,0
3469,1977,37,Millennials,Doctoral,Divorced,34487.0,Low,1,1,2,1,0,2012-09-06,661,1-2 Years,94,>90 Days,19,18,33,24,1,8,103,MntMeatProducts,Low,3,Medium,3,0,3,6,NumWebPurchases,9,High,0,0,0,0,0,0,0,0,0
5063,1977,37,Millennials,Bachelor,Single,28769.0,Low,1,0,1,1,0,2012-12-18,558,1-2 Years,76,30–90 Days,41,5,129,10,3,3,191,MntMeatProducts,Low,3,Medium,4,1,4,9,NumWebPurchases,9,High,0,0,0,0,0,0,0,0,0
10727,1970,44,Gen X,Doctoral,Married,69084.0,Medium,1,0,1,1,0,2013-11-19,222,0-1 Years,43,30–90 Days,1181,107,199,39,30,30,1586,MntWines,High,2,No/Low,7,3,13,23,NumStorePurchases,8,High,0,0,0,0,0,0,0,0,0
9624,1958,56,Boomers+,Doctoral,Married,65488.0,Medium,0,0,0,0,1,2014-06-13,16,0-1 Years,46,30–90 Days,603,45,207,36,18,54,963,MntWines,Low,1,No/Low,3,4,6,13,NumStorePurchases,1,Low,0,0,0,0,0,0,0,0,0
5156,1970,44,Gen X,Master,Married,62466.0,Medium,0,1,1,1,0,2014-01-15,165,0-1 Years,13,<30 Days,129,129,259,168,121,83,889,MntMeatProducts,Low,5,Medium,6,3,12,21,NumStorePurchases,4,Medium,0,0,0,0,0,0,0,0,0
4376,1960,54,Gen X,Master,Single,32218.0,Low,0,0,0,0,1,2014-02-15,134,0-1 Years,27,<30 Days,10,24,15,13,1,30,93,MntGoldProds,Low,1,No/Low,2,1,3,6,NumStorePurchases,7,High,0,0,1,0,0,1,2,1,0
8923,1973,41,Gen X,Bachelor,Single,83917.0,High,0,0,0,0,1,2013-04-18,437,1-2 Years,12,<30 Days,514,22,732,42,198,79,1587,MntMeatProducts,High,1,No/Low,6,7,7,20,NumCatalogPurchases,3,Medium,0,0,0,0,0,1,1,1,0
8461,1962,52,Gen X,Bachelor,Divorced,46102.0,Medium,2,1,3,1,0,2014-03-10,111,0-1 Years,3,<30 Days,14,0,1,0,0,1,16,MntWines,Low,1,No/Low,1,0,2,3,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
6945,1952,62,Boomers+,Bachelor,Single,84574.0,High,0,0,0,0,1,2013-06-04,390,1-2 Years,72,30–90 Days,387,20,713,38,54,163,1375,MntMeatProducts,Medium,1,No/Low,9,11,11,31,NumCatalogPurchases,5,Medium,0,0,0,0,0,0,0,0,0
944,1962,52,Gen X,Bachelor,Married,56181.0,Medium,0,1,1,1,0,2013-01-08,537,1-2 Years,6,<30 Days,121,103,69,8,44,48,393,MntWines,Low,1,No/Low,4,2,7,13,NumStorePurchases,4,Medium,0,0,0,0,0,0,0,0,0
1907,1950,64,Boomers+,Master,Divorced,63120.0,Medium,0,1,1,1,0,2012-09-28,639,1-2 Years,53,30–90 Days,965,69,279,54,41,69,1477,MntWines,Medium,5,Medium,8,4,9,21,NumStorePurchases,7,High,0,0,0,0,0,1,1,1,0
701,1971,43,Gen X,Bachelor,Married,73691.0,Medium,0,1,1,1,0,2013-11-06,235,0-1 Years,58,30–90 Days,707,21,250,85,43,73,1179,MntWines,Medium,2,No/Low,6,2,8,16,NumStorePurchases,2,Medium,0,0,1,0,0,0,1,1,0
3856,1960,54,Gen X,Bachelor,Married,63381.0,Medium,0,1,1,1,0,2012-10-05,632,1-2 Years,78,30–90 Days,571,50,142,33,50,159,1005,MntWines,Medium,4,Medium,4,5,13,22,NumStorePurchases,2,Medium,0,0,0,0,0,0,0,0,0
4149,1948,66,Boomers+,Doctoral,Married,76140.0,Medium,0,0,0,0,1,2014-05-13,47,0-1 Years,57,30–90 Days,586,66,653,17,0,26,1348,MntMeatProducts,Medium,1,No/Low,5,9,6,20,NumCatalogPurchases,2,Medium,0,0,0,0,0,0,0,0,0
2131,1959,55,Boomers+,Doctoral,Divorced,62859.0,Medium,0,1,1,1,0,2012-12-30,546,1-2 Years,37,30–90 Days,1063,89,102,16,12,25,1307,MntWines,Medium,4,Medium,9,4,6,19,NumWebPurchases,6,High,0,0,0,0,0,0,0,0,0
2942,1964,50,Gen X,Bachelor,Single,45906.0,Medium,0,1,1,1,0,2013-05-07,418,1-2 Years,20,<30 Days,305,3,27,4,3,144,486,MntWines,Low,2,No/Low,5,4,4,13,NumWebPurchases,5,Medium,0,0,1,0,0,0,1,1,0
1173,1947,67,Boomers+,Master,Married,77632.0,Medium,0,0,0,0,1,2013-03-10,476,1-2 Years,73,30–90 Days,1200,105,758,0,42,147,2252,MntWines,High,1,No/Low,4,2,6,12,NumStorePurchases,2,Medium,0,0,0,1,1,1,3,1,0
4381,1971,43,Gen X,Doctoral,Married,46463.0,Medium,1,1,2,1,0,2013-08-18,315,0-1 Years,56,30–90 Days,163,2,40,8,11,11,235,MntWines,Low,7,High,3,1,6,10,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
4611,1970,44,Gen X,Bachelor,Married,105471.0,High,0,0,0,0,1,2013-01-21,524,1-2 Years,36,30–90 Days,1009,181,104,202,21,207,1724,MntWines,High,0,No/Low,9,8,13,30,NumStorePurchases,3,Medium,1,0,0,0,1,1,3,1,0
3376,1970,44,Gen X,Master,Divorced,55282.0,Medium,1,0,1,1,0,2013-12-13,198,0-1 Years,9,<30 Days,125,6,73,8,4,19,235,MntWines,Low,1,No/Low,3,1,6,10,NumStorePurchases,4,Medium,0,0,0,0,0,0,0,0,0
4679,1977,37,Millennials,Master,Married,78710.0,Medium,0,1,1,1,0,2014-05-23,37,0-1 Years,42,30–90 Days,721,0,152,119,50,50,1092,MntWines,Medium,3,Medium,7,6,12,25,NumStorePurchases,4,Medium,0,0,0,0,0,0,0,0,0
10928,1958,56,Boomers+,Bachelor,Married,66886.0,Medium,0,1,1,1,0,2013-09-16,286,0-1 Years,28,<30 Days,315,4,62,41,31,146,599,MntWines,Low,2,No/Low,7,1,7,15,NumWebPurchases,5,Medium,0,0,0,0,0,0,0,0,0
4248,1960,54,Gen X,Master,Single,98777.0,High,0,0,0,0,1,2014-02-17,132,0-1 Years,23,<30 Days,1000,19,711,125,115,38,2008,MntWines,High,0,No/Low,4,6,9,19,NumStorePurchases,1,Low,0,0,0,1,0,0,1,1,0
6728,1985,29,Millennials,Bachelor,Married,29103.0,Low,1,0,1,1,0,2012-08-27,671,1-2 Years,38,30–90 Days,16,0,17,6,3,6,48,MntMeatProducts,Low,2,No/Low,1,0,3,4,NumStorePurchases,9,High,0,0,0,0,0,0,0,0,0
6661,1974,40,Gen X,Bachelor,Married,67445.0,Medium,0,1,1,1,0,2012-08-12,686,1-2 Years,63,30–90 Days,757,80,217,29,80,11,1174,MntWines,Medium,5,Medium,9,6,12,27,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
4725,1950,64,Boomers+,Doctoral,Married,50616.0,Medium,0,1,1,1,0,2014-04-13,77,0-1 Years,71,30–90 Days,30,2,25,0,1,9,67,MntWines,Low,1,No/Low,1,1,4,6,NumStorePurchases,2,Medium,0,0,0,0,0,0,0,0,0
3277,1955,59,Boomers+,Bachelor,Divorced,49431.0,Medium,0,1,1,1,0,2012-08-03,695,1-2 Years,9,<30 Days,219,3,100,26,0,17,365,MntWines,Low,2,No/Low,7,1,5,13,NumWebPurchases,8,High,0,0,0,0,0,0,0,0,0
2564,1953,61,Boomers+,Bachelor,Married,61278.0,Medium,0,1,1,1,0,2014-01-04,176,0-1 Years,87,30–90 Days,111,3,28,2,6,15,165,MntWines,Low,2,No/Low,3,1,4,8,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
946,1958,56,Boomers+,Master,Married,26490.0,Low,0,0,0,0,1,2012-09-22,645,1-2 Years,92,>90 Days,45,47,52,21,20,25,210,MntMeatProducts,Low,2,No/Low,3,1,5,9,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
3867,1947,67,Boomers+,Doctoral,Married,73059.0,Medium,0,1,1,1,0,2013-08-31,302,0-1 Years,36,30–90 Days,410,112,420,0,82,71,1095,MntMeatProducts,Medium,1,No/Low,9,3,13,25,NumStorePurchases,4,Medium,0,0,0,0,0,0,0,0,0
6940,1966,48,Gen X,Doctoral,Single,46734.0,Medium,1,2,3,1,0,2013-10-21,251,0-1 Years,86,30–90 Days,100,1,39,6,1,76,223,MntWines,Low,4,Medium,3,2,3,8,NumWebPurchases,6,High,0,0,1,0,0,0,1,1,0
55,1963,51,Gen X,Bachelor,Married,56253.0,Medium,0,1,1,1,0,2012-12-07,569,1-2 Years,83,30–90 Days,509,0,65,7,11,5,597,MntWines,Low,4,Medium,7,2,9,18,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
7093,1985,29,Millennials,Bachelor,Married,19986.0,Low,1,0,1,1,0,2013-11-14,227,0-1 Years,74,30–90 Days,3,6,5,0,2,6,22,MntFruits,Low,1,No/Low,0,0,3,3,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
5084,1975,39,Millennials,Bachelor,Divorced,58330.0,Medium,0,1,1,1,0,2013-12-25,186,0-1 Years,87,30–90 Days,445,53,213,104,98,151,1064,MntWines,Medium,1,No/Low,6,4,13,23,NumStorePurchases,4,Medium,0,0,0,0,0,0,0,0,0
1777,1980,34,Millennials,High School,Married,25965.0,Low,0,0,0,0,1,2012-09-07,660,1-2 Years,29,<30 Days,2,2,11,41,7,11,74,MntFishProducts,Low,1,No/Low,2,0,3,5,NumStorePurchases,8,High,0,0,0,0,0,0,0,0,0
8162,1956,58,Boomers+,Master,Married,14661.0,Low,0,0,0,0,1,2013-01-01,544,1-2 Years,88,30–90 Days,4,1,11,6,2,2,26,MntMeatProducts,Low,1,No/Low,1,0,3,4,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
10826,1959,55,Boomers+,Bachelor,Married,18690.0,Low,0,0,0,0,1,2012-12-28,548,1-2 Years,77,30–90 Days,6,1,7,23,4,19,60,MntFishProducts,Low,1,No/Low,1,1,2,4,NumStorePurchases,8,High,0,0,0,0,0,0,0,0,0
8754,1974,40,Gen X,Doctoral,Married,45068.0,Medium,0,1,1,1,0,2013-05-16,409,1-2 Years,25,<30 Days,14,0,3,0,0,3,20,MntWines,Low,1,No/Low,1,0,2,3,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
1987,1987,27,Millennials,High School,Single,21063.0,Low,1,0,1,1,0,2013-09-25,277,0-1 Years,34,30–90 Days,1,10,11,19,3,15,59,MntFishProducts,Low,2,No/Low,2,0,3,5,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
11007,1968,46,Gen X,Doctoral,Married,29187.0,Low,1,0,1,1,0,2013-05-09,416,1-2 Years,43,30–90 Days,26,0,6,0,0,2,34,MntWines,Low,1,No/Low,1,0,3,4,NumStorePurchases,8,High,0,0,0,0,0,0,0,0,0
7426,1971,43,Gen X,Master,Married,54690.0,Medium,1,1,2,1,0,2013-11-07,234,0-1 Years,76,30–90 Days,111,16,37,7,9,18,198,MntWines,Low,3,Medium,3,1,5,9,NumStorePurchases,3,Medium,0,0,0,0,0,0,0,0,0
9153,1964,50,Gen X,Doctoral,Married,59304.0,Medium,0,1,1,1,0,2013-07-29,335,0-1 Years,81,30–90 Days,418,61,428,80,51,10,1048,MntMeatProducts,Medium,3,Medium,7,8,10,25,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
10379,1962,52,Gen X,Master,Single,59247.0,Medium,0,2,2,1,0,2013-11-08,233,0-1 Years,87,30–90 Days,327,9,122,19,14,83,574,MntWines,Low,5,Medium,5,2,9,16,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
9204,1970,44,Gen X,Bachelor,Divorced,66731.0,Medium,0,1,1,1,0,2012-09-12,655,1-2 Years,33,30–90 Days,371,159,194,58,106,141,1029,MntWines,Medium,4,Medium,4,3,6,13,NumStorePurchases,3,Medium,0,0,0,0,0,0,0,0,0
3197,1980,34,Millennials,Bachelor,Married,77353.0,Medium,0,1,1,1,0,2013-12-16,195,0-1 Years,38,30–90 Days,275,59,107,69,101,59,670,MntWines,Low,2,No/Low,6,4,8,18,NumStorePurchases,4,Medium,0,0,0,0,0,0,0,0,0
2920,1975,39,Millennials,Doctoral,Single,52614.0,Medium,0,1,1,1,0,2012-12-01,575,1-2 Years,63,30–90 Days,789,0,142,12,9,38,990,MntWines,Low,2,No/Low,2,4,8,14,NumStorePurchases,8,High,0,0,0,0,0,0,0,0,0
6961,1974,40,Gen X,Bachelor,Married,26751.0,Low,2,0,2,1,0,2014-05-22,38,0-1 Years,26,<30 Days,1,1,5,0,3,1,11,MntMeatProducts,Low,1,No/Low,1,0,2,3,NumStorePurchases,8,High,0,0,0,0,0,0,0,0,0
4673,1963,51,Gen X,Doctoral,Married,81300.0,High,0,1,1,1,0,2012-10-30,607,1-2 Years,17,<30 Days,1004,12,145,32,12,36,1241,MntWines,Medium,3,Medium,10,3,5,18,NumWebPurchases,5,Medium,1,0,0,0,0,1,2,1,0
9937,1979,35,Millennials,Bachelor,Single,70337.0,Medium,0,0,0,0,1,2014-01-02,178,0-1 Years,75,30–90 Days,187,81,149,25,43,91,576,MntWines,Low,1,No/Low,2,2,12,16,NumStorePurchases,1,Low,0,0,0,0,0,0,0,0,0
8779,1985,29,Millennials,Master,Married,36145.0,Low,1,0,1,1,0,2013-06-16,378,1-2 Years,13,<30 Days,56,4,76,17,1,18,172,MntMeatProducts,Low,4,Medium,4,1,3,8,NumWebPurchases,9,High,0,0,1,0,0,1,2,1,0
9596,1980,34,Millennials,Doctoral,Single,65295.0,Medium,0,0,0,0,1,2013-12-23,188,0-1 Years,19,<30 Days,365,32,117,34,110,6,664,MntWines,Low,1,No/Low,3,3,13,19,NumStorePurchases,2,Medium,0,0,0,0,0,0,0,0,0
2891,1963,51,Gen X,Bachelor,Divorced,68118.0,Medium,0,1,1,1,0,2013-10-18,254,0-1 Years,51,30–90 Days,595,23,123,10,23,154,928,MntWines,Low,2,No/Low,8,9,4,21,NumCatalogPurchases,6,High,0,0,0,0,0,0,0,0,0
4910,1967,47,Gen X,Bachelor,Divorced,68743.0,Medium,0,0,0,0,1,2012-08-30,668,1-2 Years,81,30–90 Days,1132,134,384,175,134,115,2074,MntWines,High,1,No/Low,11,5,13,29,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
75,1982,32,Millennials,Master,Married,41039.0,Medium,0,0,0,0,1,2013-07-25,339,0-1 Years,32,30–90 Days,34,11,137,179,61,45,467,MntFishProducts,Low,1,No/Low,8,1,5,14,NumWebPurchases,8,High,0,0,0,0,0,0,0,0,0
10120,1955,59,Boomers+,Bachelor,Married,38946.0,Low,0,1,1,1,0,2013-10-24,248,0-1 Years,84,30–90 Days,116,6,82,6,6,41,257,MntWines,Low,2,No/Low,3,1,6,10,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
6327,1967,47,Gen X,Bachelor,Married,65777.0,Medium,0,0,0,0,1,2013-12-19,192,0-1 Years,87,30–90 Days,565,32,435,28,32,54,1146,MntWines,Medium,1,No/Low,2,8,6,16,NumCatalogPurchases,1,Low,0,0,0,0,0,0,0,0,0
10142,1976,38,Millennials,Doctoral,Divorced,66476.0,Medium,0,1,1,1,0,2013-03-07,479,1-2 Years,99,>90 Days,372,18,126,47,48,78,689,MntWines,Low,2,No/Low,5,2,11,18,NumStorePurchases,4,Medium,0,0,0,0,0,0,0,0,0
9826,1972,42,Gen X,Doctoral,Single,86857.0,High,0,0,0,0,1,2012-09-12,655,1-2 Years,96,>90 Days,899,102,838,133,102,40,2114,MntWines,High,1,No/Low,5,6,10,21,NumStorePurchases,2,Medium,0,0,0,0,0,1,1,1,0
10767,1989,25,Millennials,Doctoral,Married,77845.0,Medium,0,0,0,0,1,2014-05-16,44,0-1 Years,40,30–90 Days,760,40,480,0,40,26,1346,MntWines,Medium,1,No/Low,3,5,12,20,NumStorePurchases,1,Low,1,0,0,0,1,0,2,1,0
7279,1969,45,Gen X,Doctoral,Married,69476.0,Medium,0,0,0,0,1,2013-09-30,272,0-1 Years,3,<30 Days,260,86,559,63,9,67,1044,MntMeatProducts,Medium,1,No/Low,4,6,4,14,NumCatalogPurchases,2,Medium,0,0,0,0,0,0,0,0,0
7230,1960,54,Gen X,Doctoral,Divorced,50611.0,Medium,0,1,1,1,0,2012-10-04,633,1-2 Years,98,>90 Days,459,0,24,6,0,4,493,MntWines,Low,6,High,4,5,7,16,NumStorePurchases,6,High,0,0,0,1,0,1,2,1,0
143,1970,44,Gen X,Bachelor,Single,61209.0,Medium,0,0,0,0,1,2013-08-25,308,0-1 Years,73,30–90 Days,466,0,224,119,49,99,957,MntWines,Low,1,No/Low,5,3,4,12,NumWebPurchases,2,Medium,0,0,0,0,0,0,0,0,0
450,1958,56,Boomers+,Master,Married,42315.0,Medium,0,1,1,1,0,2013-07-12,352,0-1 Years,90,30–90 Days,67,15,80,17,11,80,270,MntMeatProducts,Low,3,Medium,1,4,4,9,NumCatalogPurchases,3,Medium,0,0,0,0,0,0,0,0,0
9316,1952,62,Boomers+,High School,Married,13084.0,Low,0,0,0,0,1,2013-11-02,239,0-1 Years,29,<30 Days,2,0,7,3,7,10,29,MntGoldProds,Low,1,No/Low,1,0,3,4,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
6379,1949,65,Boomers+,Master,Divorced,47570.0,Medium,1,1,2,1,0,2013-05-29,396,1-2 Years,3,<30 Days,67,1,20,0,2,31,121,MntWines,Low,3,Medium,2,2,2,6,NumWebPurchases,7,High,0,0,0,0,0,1,1,1,0
9239,1961,53,Gen X,Master,Married,61923.0,Medium,0,2,2,1,0,2013-07-26,338,0-1 Years,94,>90 Days,92,4,18,3,3,6,126,MntWines,Low,1,No/Low,2,1,4,7,NumStorePurchases,3,Medium,0,0,0,0,0,0,0,0,0
8315,1995,19,Gen Z-,Bachelor,Single,34824.0,Low,0,0,0,0,1,2014-03-26,95,0-1 Years,65,30–90 Days,4,2,11,2,0,4,23,MntMeatProducts,Low,1,No/Low,1,0,2,3,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
2868,1949,65,Boomers+,Doctoral,Single,26518.0,Low,1,1,2,1,0,2013-04-08,447,1-2 Years,33,30–90 Days,20,1,28,3,3,2,57,MntMeatProducts,Low,3,Medium,2,0,3,5,NumStorePurchases,8,High,0,0,0,0,0,1,1,1,0
10888,1961,53,Gen X,Bachelor,Single,45938.0,Medium,0,0,0,0,1,2013-11-03,238,0-1 Years,46,30–90 Days,273,11,178,62,83,29,636,MntWines,Low,2,No/Low,8,4,6,18,NumWebPurchases,6,High,0,0,0,0,0,0,0,0,0
1277,1960,54,Gen X,Bachelor,Married,78468.0,Medium,0,0,0,0,1,2014-04-09,81,0-1 Years,29,<30 Days,434,22,388,104,22,34,1004,MntWines,Medium,1,No/Low,10,7,10,27,NumWebPurchases,4,Medium,1,0,0,0,0,0,1,1,0
9977,1973,41,Gen X,Bachelor,Divorced,78901.0,Medium,0,1,1,1,0,2013-09-17,285,0-1 Years,99,>90 Days,321,11,309,33,26,34,734,MntWines,Low,3,Medium,9,3,5,17,NumWebPurchases,4,Medium,0,0,0,0,0,0,0,0,0
